game, timeslot, broker, netDemand, mktQty, mktCost, imbalance, imbalanceCost, mktImbCost, estCost
PowerTAC_2018_Finals_260,935,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,936,SPOT,-11519.181,11129.651,-445.356,-389.530,0.718,0.304,-15.280
PowerTAC_2018_Finals_260,936,AgentUDE,-41013.964,41403.494,-2176.015,736.796,1.359,-0.575,0.000
PowerTAC_2018_Finals_260,936,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,937,SPOT,-10888.407,11631.542,-381.746,743.135,72.446,29.347,0.000
PowerTAC_2018_Finals_260,937,AgentUDE,-50420.202,46271.939,-2227.657,-4521.313,-440.767,-178.549,-178.549
PowerTAC_2018_Finals_260,937,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,938,SPOT,-6542.416,11184.682,-326.126,4642.266,-53.523,-13.635,0.000
PowerTAC_2018_Finals_260,938,AgentUDE,-34257.514,46253.441,-1562.861,13199.573,-210.172,-38.769,0.000
PowerTAC_2018_Finals_260,938,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,939,SPOT,-6951.157,10431.476,-354.116,3480.319,-26.538,-17.443,0.000
PowerTAC_2018_Finals_260,939,AgentUDE,-36613.631,41470.938,-1719.188,6095.106,-80.402,-30.548,0.000
PowerTAC_2018_Finals_260,939,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,940,SPOT,-8395.732,10252.317,-355.889,1856.585,-5.492,-8.363,0.000
PowerTAC_2018_Finals_260,940,AgentUDE,-39395.127,39242.878,-1422.666,317.225,-2.063,-1.429,0.000
PowerTAC_2018_Finals_260,940,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,941,SPOT,-9768.234,12644.822,-583.207,2876.588,359.070,139.263,0.000
PowerTAC_2018_Finals_260,941,AgentUDE,-49576.758,39318.162,-2289.046,-11511.396,-1436.908,-557.296,-557.296
PowerTAC_2018_Finals_260,941,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,942,SPOT,-10631.597,14270.818,-669.769,3639.221,7.797,-45.703,0.000
PowerTAC_2018_Finals_260,942,AgentUDE,-46517.434,42878.203,-2095.269,-2741.138,-5.873,34.425,-134.082
PowerTAC_2018_Finals_260,942,default broker,0.010,0.000,0.000,0.010,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,943,SPOT,-12554.013,17379.263,-692.889,4825.250,-30.782,-58.317,0.000
PowerTAC_2018_Finals_260,943,AgentUDE,-42423.335,45528.604,-1951.413,3527.227,-28.175,-42.629,0.000
PowerTAC_2018_Finals_260,943,default broker,0.060,0.000,0.000,0.060,-0.000,-0.001,0.000
PowerTAC_2018_Finals_260,944,SPOT,-14713.631,5635.463,-322.987,-9078.168,-1143.788,-433.583,-433.583
PowerTAC_2018_Finals_260,944,AgentUDE,-37887.325,36825.152,-2274.900,-2288.573,-288.345,-109.305,-109.305
PowerTAC_2018_Finals_260,944,default broker,0.110,0.000,0.000,0.110,0.014,0.005,0.000
PowerTAC_2018_Finals_260,945,SPOT,-14190.667,5906.091,-359.154,-8284.576,-1206.439,-479.802,-479.802
PowerTAC_2018_Finals_260,945,AgentUDE,-38919.023,40824.088,-2291.202,665.465,96.908,38.540,0.000
PowerTAC_2018_Finals_260,945,default broker,0.762,0.000,0.000,0.762,0.111,0.044,0.000
PowerTAC_2018_Finals_260,946,SPOT,-14511.103,18307.104,-1359.813,3796.001,19.478,-58.256,0.000
PowerTAC_2018_Finals_260,946,AgentUDE,-42177.426,38381.145,-3268.043,-3480.136,-17.857,53.408,-331.970
PowerTAC_2018_Finals_260,946,default broker,0.280,0.000,0.000,0.280,0.001,-0.004,0.000
PowerTAC_2018_Finals_260,947,SPOT,-14036.413,17873.038,-901.691,3836.625,532.817,210.009,0.000
PowerTAC_2018_Finals_260,947,AgentUDE,-47953.442,36235.627,-2113.081,-12338.569,-1713.536,-675.388,-675.388
PowerTAC_2018_Finals_260,947,default broker,0.260,0.000,0.000,0.260,0.036,0.014,0.000
PowerTAC_2018_Finals_260,948,SPOT,-14440.819,6065.591,-312.246,-8375.227,-1138.471,-410.612,-410.612
PowerTAC_2018_Finals_260,948,AgentUDE,-50371.016,40231.951,-2003.337,-10171.362,-1382.625,-498.671,-498.671
PowerTAC_2018_Finals_260,948,default broker,0.190,0.000,0.000,0.190,0.026,0.009,0.000
PowerTAC_2018_Finals_260,949,SPOT,-15570.223,7174.275,-395.452,-8395.949,-1167.305,-481.428,-481.428
PowerTAC_2018_Finals_260,949,AgentUDE,-41513.120,44765.848,-2278.846,3225.600,448.461,184.957,0.000
PowerTAC_2018_Finals_260,949,default broker,-1.810,0.000,0.000,-1.810,-0.252,-0.104,-0.104
PowerTAC_2018_Finals_260,950,SPOT,-20913.171,18725.591,-827.095,-2187.580,2.869,2.180,-98.993
PowerTAC_2018_Finals_260,950,AgentUDE,-44663.888,51299.868,-2078.791,7842.580,-43.910,-7.815,0.000
PowerTAC_2018_Finals_260,950,default broker,0.230,0.000,0.000,0.230,-0.000,-0.000,0.000
PowerTAC_2018_Finals_260,951,SPOT,-20362.136,20640.112,-1088.623,277.976,-1.072,-0.899,0.000
PowerTAC_2018_Finals_260,951,AgentUDE,-43351.160,45289.085,-2607.947,3167.950,-60.223,-10.243,0.000
PowerTAC_2018_Finals_260,951,default broker,0.190,0.000,0.000,0.190,-0.001,-0.001,0.000
PowerTAC_2018_Finals_260,952,SPOT,-21021.576,13812.221,-667.840,-7209.355,-728.368,-297.894,-297.894
PowerTAC_2018_Finals_260,952,AgentUDE,-37623.679,44203.746,-2222.454,5347.771,540.290,220.973,0.000
PowerTAC_2018_Finals_260,952,default broker,-0.141,0.000,0.000,-0.141,-0.014,-0.006,-0.006
PowerTAC_2018_Finals_260,953,SPOT,-19730.778,19774.159,-964.329,43.381,-0.444,-1.625,0.000
PowerTAC_2018_Finals_260,953,AgentUDE,-36642.939,50490.963,-2407.714,15083.684,-225.398,-565.125,0.000
PowerTAC_2018_Finals_260,953,default broker,0.020,0.000,0.000,0.020,-0.000,-0.001,0.000
PowerTAC_2018_Finals_260,954,SPOT,-17490.223,12234.771,-731.184,-5255.451,10.909,123.381,-261.734
PowerTAC_2018_Finals_260,954,AgentUDE,-31530.051,40375.038,-3025.088,9373.939,-37.814,-220.069,0.000
PowerTAC_2018_Finals_260,954,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,955,SPOT,-16375.203,11765.221,63.061,-4609.981,22.703,84.458,-201.932
PowerTAC_2018_Finals_260,955,AgentUDE,-27227.675,34125.261,-1882.049,6905.607,-34.359,-126.515,0.000
PowerTAC_2018_Finals_260,955,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,956,SPOT,-15458.895,14060.384,-547.938,-1398.511,6.466,0.715,-59.826
PowerTAC_2018_Finals_260,956,AgentUDE,-29165.406,32817.889,-1957.973,3661.001,-17.119,-1.873,0.000
PowerTAC_2018_Finals_260,956,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,957,SPOT,-12783.046,10891.506,-175.039,-1891.540,-176.201,-71.533,-71.533
PowerTAC_2018_Finals_260,957,AgentUDE,-30812.091,30815.913,-1638.105,-1235.778,-115.115,-46.734,-46.734
PowerTAC_2018_Finals_260,957,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,958,SPOT,-13228.880,10893.944,-485.343,-2334.936,18.398,3.884,-87.613
PowerTAC_2018_Finals_260,958,AgentUDE,-38756.970,53360.170,-1831.001,15835.461,-196.021,-26.340,0.000
PowerTAC_2018_Finals_260,958,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,959,SPOT,-13099.775,10636.474,52.414,-2463.301,-205.008,-83.772,-83.772
PowerTAC_2018_Finals_260,959,AgentUDE,-33174.940,35065.808,-1745.686,644.669,53.653,21.924,0.000
PowerTAC_2018_Finals_260,959,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,960,SPOT,-11935.335,10107.365,-455.531,-1827.970,-2.021,13.657,-68.654
PowerTAC_2018_Finals_260,960,AgentUDE,-49195.491,52613.634,-1947.074,4662.543,-11.100,-34.836,0.000
PowerTAC_2018_Finals_260,960,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,961,SPOT,-11634.802,11123.127,-288.724,-511.675,-45.959,-17.284,-17.284
PowerTAC_2018_Finals_260,961,AgentUDE,-46981.526,40077.519,-2331.349,-8150.207,-732.049,-275.304,-275.304
PowerTAC_2018_Finals_260,961,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,962,SPOT,-10292.313,9656.069,-292.491,-636.244,-50.087,-18.676,-18.676
PowerTAC_2018_Finals_260,962,AgentUDE,-50475.926,43110.195,-2135.146,-8618.531,-678.471,-252.983,-252.983
PowerTAC_2018_Finals_260,962,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,963,SPOT,-9862.722,10120.438,-332.502,257.716,-1.071,-6.003,0.000
PowerTAC_2018_Finals_260,963,AgentUDE,-39207.553,46575.466,-2178.486,8581.586,-73.950,-199.889,0.000
PowerTAC_2018_Finals_260,963,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,964,SPOT,-10749.978,11047.421,-319.561,297.443,-2.891,-5.460,0.000
PowerTAC_2018_Finals_260,964,AgentUDE,-33509.133,43172.961,-1721.270,10911.228,-167.548,-200.306,0.000
PowerTAC_2018_Finals_260,964,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,965,SPOT,-12795.667,12562.935,-416.468,-232.732,-21.213,-8.864,-8.864
PowerTAC_2018_Finals_260,965,AgentUDE,-38636.402,38869.134,-1980.527,109.322,9.964,4.164,0.000
PowerTAC_2018_Finals_260,965,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,966,SPOT,-13883.907,14095.448,-602.302,211.541,0.071,-0.258,0.000
PowerTAC_2018_Finals_260,966,AgentUDE,-37838.871,38842.632,-2640.536,1412.134,-0.787,-1.724,0.000
PowerTAC_2018_Finals_260,966,default broker,0.010,0.000,0.000,0.010,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,967,SPOT,-16122.864,17035.922,-1086.633,913.058,168.770,69.199,0.000
PowerTAC_2018_Finals_260,967,AgentUDE,-40865.611,38251.230,-3111.114,-3860.581,-713.590,-292.588,-292.588
PowerTAC_2018_Finals_260,967,default broker,0.100,0.000,0.000,0.100,0.018,0.008,0.000
PowerTAC_2018_Finals_260,968,SPOT,-18961.427,19166.491,-928.233,205.064,-1.481,-2.431,0.000
PowerTAC_2018_Finals_260,968,AgentUDE,-36792.863,47255.738,-1950.126,11682.674,-138.356,-138.495,0.000
PowerTAC_2018_Finals_260,968,default broker,0.170,0.000,0.000,0.170,-0.001,-0.002,0.000
PowerTAC_2018_Finals_260,969,SPOT,-19207.078,19099.876,-483.951,-107.202,-12.130,-4.658,-4.658
PowerTAC_2018_Finals_260,969,AgentUDE,-45513.580,38105.308,-1939.549,-8628.071,-976.244,-374.927,-374.927
PowerTAC_2018_Finals_260,969,default broker,-0.341,0.000,0.000,-0.341,-0.039,-0.015,-0.015
PowerTAC_2018_Finals_260,970,SPOT,-18360.420,20005.884,-1025.518,1645.464,-6.699,-10.754,0.000
PowerTAC_2018_Finals_260,970,AgentUDE,-47993.771,53815.665,-2333.726,7035.169,-60.135,-45.978,0.000
PowerTAC_2018_Finals_260,970,default broker,0.400,0.000,0.000,0.400,-0.002,-0.003,0.000
PowerTAC_2018_Finals_260,971,SPOT,-19044.807,19709.405,-1087.861,664.598,-4.449,-1.195,0.000
PowerTAC_2018_Finals_260,971,AgentUDE,-37206.194,43648.224,-3007.307,6580.252,-47.648,-11.832,0.000
PowerTAC_2018_Finals_260,971,default broker,0.300,0.000,0.000,0.300,-0.002,-0.001,0.000
PowerTAC_2018_Finals_260,972,SPOT,-19240.947,20247.812,-449.984,1006.865,108.410,43.461,0.000
PowerTAC_2018_Finals_260,972,AgentUDE,-45015.731,41040.074,-2388.848,-5202.057,-560.108,-224.546,-224.546
PowerTAC_2018_Finals_260,972,default broker,-0.516,0.000,0.000,-0.516,-0.056,-0.022,-0.022
PowerTAC_2018_Finals_260,973,SPOT,-18950.616,21234.784,-1042.363,2284.168,-29.434,-2.562,0.000
PowerTAC_2018_Finals_260,973,AgentUDE,-41587.271,56202.867,-2666.231,15840.196,-277.834,-17.767,0.000
PowerTAC_2018_Finals_260,973,default broker,0.360,0.000,0.000,0.360,-0.005,-0.000,0.000
PowerTAC_2018_Finals_260,974,SPOT,-19194.815,20598.225,-528.614,1403.410,-19.821,-3.956,0.000
PowerTAC_2018_Finals_260,974,AgentUDE,-35106.047,41802.571,-2200.994,6772.655,-98.507,-19.093,0.000
PowerTAC_2018_Finals_260,974,default broker,0.310,0.000,0.000,0.310,-0.004,-0.001,0.000
PowerTAC_2018_Finals_260,975,SPOT,-20154.925,20245.874,-411.512,90.949,-1.671,-0.657,0.000
PowerTAC_2018_Finals_260,975,AgentUDE,-34861.592,38740.574,-1664.795,3883.403,-71.539,-28.055,0.000
PowerTAC_2018_Finals_260,975,default broker,0.200,0.000,0.000,0.200,-0.004,-0.001,0.000
PowerTAC_2018_Finals_260,976,SPOT,-19753.882,20736.765,-1122.773,982.883,-7.211,-15.689,0.000
PowerTAC_2018_Finals_260,976,AgentUDE,-29778.366,36163.065,-2656.643,6386.119,-46.887,-101.936,0.000
PowerTAC_2018_Finals_260,976,default broker,0.070,0.000,0.000,0.070,-0.001,-0.001,0.000
PowerTAC_2018_Finals_260,977,SPOT,-18492.601,19281.805,-626.069,789.204,-7.932,-0.302,0.000
PowerTAC_2018_Finals_260,977,AgentUDE,-28501.591,32399.040,-2178.442,3898.870,-39.222,-1.490,0.000
PowerTAC_2018_Finals_260,977,default broker,-0.021,0.000,0.000,-0.021,0.000,0.000,-0.001
PowerTAC_2018_Finals_260,978,SPOT,-17063.875,17193.839,-512.763,129.964,13.960,5.761,0.000
PowerTAC_2018_Finals_260,978,AgentUDE,-29298.365,29168.401,-1776.203,-815.500,-87.597,-36.150,-36.150
PowerTAC_2018_Finals_260,978,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,979,SPOT,-13711.183,15749.851,-714.729,2038.668,-46.209,-25.547,0.000
PowerTAC_2018_Finals_260,979,AgentUDE,-22242.617,46413.287,-2138.313,24894.565,-633.384,-311.960,0.000
PowerTAC_2018_Finals_260,979,default broker,-0.204,0.000,0.000,-0.204,0.005,0.003,-0.010
PowerTAC_2018_Finals_260,980,SPOT,-13442.451,14566.800,70.554,1124.349,-3.661,-4.023,0.000
PowerTAC_2018_Finals_260,980,AgentUDE,-26517.779,26222.244,-2013.669,-290.298,0.945,1.039,-13.111
PowerTAC_2018_Finals_260,980,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,981,SPOT,-11519.960,11657.776,44.664,137.815,15.520,6.229,0.000
PowerTAC_2018_Finals_260,981,AgentUDE,-30776.427,27654.190,-2057.290,-4348.638,-489.722,-196.553,-196.553
PowerTAC_2018_Finals_260,981,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,982,SPOT,-11702.311,12323.448,-449.883,621.137,0.637,-7.256,0.000
PowerTAC_2018_Finals_260,982,AgentUDE,-45627.750,46651.886,-1601.176,2242.303,-5.615,-26.193,0.000
PowerTAC_2018_Finals_260,982,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,983,SPOT,-11439.189,12309.585,-363.279,870.396,78.786,26.680,0.000
PowerTAC_2018_Finals_260,983,AgentUDE,-47101.084,30506.177,-1599.636,-17821.307,-1613.135,-546.270,-546.270
PowerTAC_2018_Finals_260,983,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,984,SPOT,-11011.397,11332.974,-418.655,321.577,-1.203,-2.791,0.000
PowerTAC_2018_Finals_260,984,AgentUDE,-39839.825,46884.536,-1884.100,8271.048,-67.627,-71.790,0.000
PowerTAC_2018_Finals_260,984,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,985,SPOT,-10596.535,11072.020,-534.624,475.485,50.000,19.393,0.000
PowerTAC_2018_Finals_260,985,AgentUDE,-50216.006,43702.722,-2211.958,-7746.284,-814.559,-315.932,-315.932
PowerTAC_2018_Finals_260,985,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,986,SPOT,-10369.101,11178.325,-357.973,809.224,-1.422,-7.128,0.000
PowerTAC_2018_Finals_260,986,AgentUDE,-43731.294,48632.906,-1672.601,6136.776,-36.084,-54.058,0.000
PowerTAC_2018_Finals_260,986,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,987,SPOT,-10402.771,8166.579,-298.808,-2236.192,-190.078,-73.603,-73.603
PowerTAC_2018_Finals_260,987,AgentUDE,-41605.975,39075.633,-2190.317,-3769.942,-320.448,-124.085,-124.085
PowerTAC_2018_Finals_260,987,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,988,SPOT,-10906.125,11555.500,-403.081,649.375,54.867,22.509,0.000
PowerTAC_2018_Finals_260,988,AgentUDE,-41361.036,39623.503,-1740.531,-2977.133,-251.543,-103.194,-103.194
PowerTAC_2018_Finals_260,988,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,989,SPOT,-13897.376,14011.372,-580.627,113.996,-0.466,-1.920,0.000
PowerTAC_2018_Finals_260,989,AgentUDE,-35187.506,42997.051,-1861.726,9020.758,-75.987,-151.970,0.000
PowerTAC_2018_Finals_260,989,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,990,SPOT,-14960.494,15098.689,-579.203,138.195,-0.281,-1.585,0.000
PowerTAC_2018_Finals_260,990,AgentUDE,-35880.631,38675.146,-1629.884,4030.515,-37.342,-46.239,0.000
PowerTAC_2018_Finals_260,990,default broker,0.020,0.000,0.000,0.020,-0.000,-0.000,0.000
PowerTAC_2018_Finals_260,991,SPOT,-17940.814,17377.481,-855.772,-563.333,-63.951,-30.135,-30.135
PowerTAC_2018_Finals_260,991,AgentUDE,-40028.412,39624.488,-2375.777,-1643.523,-186.576,-87.920,-87.920
PowerTAC_2018_Finals_260,991,default broker,0.090,0.000,0.000,0.090,0.010,0.005,0.000
PowerTAC_2018_Finals_260,992,SPOT,-15057.636,19575.997,-808.750,4518.361,469.540,187.557,0.000
PowerTAC_2018_Finals_260,992,AgentUDE,-46460.304,37677.997,-1885.387,-10012.307,-1040.462,-415.611,-415.611
PowerTAC_2018_Finals_260,992,default broker,0.460,0.000,0.000,0.460,0.048,0.019,0.000
PowerTAC_2018_Finals_260,993,SPOT,-15216.996,5781.246,-328.452,-9435.750,-1221.869,-446.731,-446.731
PowerTAC_2018_Finals_260,993,AgentUDE,-53617.073,47221.818,-2083.248,-6431.255,-832.806,-304.485,-304.485
PowerTAC_2018_Finals_260,993,default broker,0.240,0.000,0.000,0.240,0.031,0.011,0.000
PowerTAC_2018_Finals_260,994,SPOT,-15026.965,6291.444,-361.838,-8735.521,-1087.275,-500.359,-500.359
PowerTAC_2018_Finals_260,994,AgentUDE,-45128.425,49723.064,-2675.032,4554.439,566.873,260.872,0.000
PowerTAC_2018_Finals_260,994,default broker,0.370,0.000,0.000,0.370,0.046,0.021,0.000
PowerTAC_2018_Finals_260,995,SPOT,-14307.488,19840.810,-993.320,5533.322,-11.666,-91.522,0.000
PowerTAC_2018_Finals_260,995,AgentUDE,-47986.548,44456.199,-2338.178,-2324.349,4.900,38.445,-160.446
PowerTAC_2018_Finals_260,995,default broker,0.460,0.000,0.000,0.460,-0.001,-0.008,0.000
PowerTAC_2018_Finals_260,996,SPOT,-14419.205,6073.253,-316.168,-8345.952,-1174.597,-486.078,-486.078
PowerTAC_2018_Finals_260,996,AgentUDE,-41024.059,49369.691,-2605.404,7385.881,1039.478,430.162,0.000
PowerTAC_2018_Finals_260,996,default broker,0.320,0.000,0.000,0.320,0.045,0.019,0.000
PowerTAC_2018_Finals_260,997,SPOT,-14039.369,6771.036,-417.122,-7268.333,-8.716,22.000,-385.517
PowerTAC_2018_Finals_260,997,AgentUDE,-37731.654,46242.851,-2145.000,9723.466,-21.904,-29.431,0.000
PowerTAC_2018_Finals_260,997,default broker,0.260,0.000,0.000,0.260,0.000,-0.001,0.000
PowerTAC_2018_Finals_260,998,SPOT,-15140.982,19688.195,-887.126,4547.213,-17.589,-47.948,0.000
PowerTAC_2018_Finals_260,998,AgentUDE,-38444.913,37543.292,-2088.497,325.644,-3.743,-3.434,0.000
PowerTAC_2018_Finals_260,998,default broker,-0.241,0.000,0.000,-0.241,0.001,0.003,-0.016
PowerTAC_2018_Finals_260,999,SPOT,-16062.612,20438.964,-942.104,4376.351,-11.376,-47.902,0.000
PowerTAC_2018_Finals_260,999,AgentUDE,-38964.835,37316.302,-2168.805,-1402.927,3.647,15.356,-69.481
PowerTAC_2018_Finals_260,999,default broker,0.210,0.000,0.000,0.210,-0.001,-0.002,0.000
PowerTAC_2018_Finals_260,1000,SPOT,-16186.194,7432.366,-415.756,-8753.828,-1143.662,-440.607,-440.607
PowerTAC_2018_Finals_260,1000,AgentUDE,-34824.538,34983.296,-2245.449,-1094.042,-142.933,-55.066,-55.066
PowerTAC_2018_Finals_260,1000,default broker,0.090,0.000,0.000,0.090,0.012,0.005,0.000
PowerTAC_2018_Finals_260,1001,SPOT,-14072.279,18968.281,-862.383,4896.002,-20.497,-48.291,0.000
PowerTAC_2018_Finals_260,1001,AgentUDE,-34905.359,37852.263,-2046.389,4195.776,-36.684,-41.385,0.000
PowerTAC_2018_Finals_260,1001,default broker,0.010,0.000,0.000,0.010,-0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1002,SPOT,-12212.033,17269.484,-786.394,5057.451,-60.756,-23.627,0.000
PowerTAC_2018_Finals_260,1002,AgentUDE,-31320.368,35155.276,-1933.716,3914.885,-48.516,-18.289,0.000
PowerTAC_2018_Finals_260,1002,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1003,SPOT,-10871.318,14070.183,-646.393,3198.865,-20.507,-49.859,0.000
PowerTAC_2018_Finals_260,1003,AgentUDE,-30048.541,28452.440,-1607.240,-1592.911,10.211,24.828,-76.707
PowerTAC_2018_Finals_260,1003,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1004,SPOT,-6680.927,6030.579,-320.246,-650.348,-84.179,-31.232,-31.232
PowerTAC_2018_Finals_260,1004,AgentUDE,-44215.488,32133.837,-2155.352,-13321.251,-1724.261,-639.738,-639.738
PowerTAC_2018_Finals_260,1004,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1005,SPOT,-5707.343,2830.594,-100.195,-2876.749,-309.901,-124.880,-124.880
PowerTAC_2018_Finals_260,1005,AgentUDE,-40345.428,40570.842,-1997.049,-1020.786,-109.965,-44.313,-44.313
PowerTAC_2018_Finals_260,1005,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1006,SPOT,-5801.077,6117.349,-224.910,316.272,28.958,12.156,0.000
PowerTAC_2018_Finals_260,1006,AgentUDE,-48450.922,47595.385,-2111.771,-1197.687,-109.662,-46.033,-46.033
PowerTAC_2018_Finals_260,1006,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1007,SPOT,-5218.734,2528.363,-83.354,-2690.372,-244.419,-90.655,-90.655
PowerTAC_2018_Finals_260,1007,AgentUDE,-58213.924,50079.530,-1825.332,-8170.848,-742.318,-275.325,-275.325
PowerTAC_2018_Finals_260,1007,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1008,SPOT,-5338.183,5296.445,-169.496,-41.738,0.088,0.318,-1.349
PowerTAC_2018_Finals_260,1008,AgentUDE,-42324.496,48063.806,-1586.796,6949.057,-43.949,-53.011,0.000
PowerTAC_2018_Finals_260,1008,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1009,SPOT,-5102.305,5035.193,-174.459,-67.112,-0.199,1.098,-2.256
PowerTAC_2018_Finals_260,1009,AgentUDE,-52632.506,52699.617,-1719.109,745.041,-2.205,-12.188,0.000
PowerTAC_2018_Finals_260,1009,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1010,SPOT,-5385.431,4697.317,-121.269,-688.114,3.377,3.943,-19.764
PowerTAC_2018_Finals_260,1010,AgentUDE,-41404.101,47012.926,-1543.063,6627.065,-66.516,-37.977,0.000
PowerTAC_2018_Finals_260,1010,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1011,SPOT,-5425.143,5762.298,-175.293,337.155,29.972,12.322,0.000
PowerTAC_2018_Finals_260,1011,AgentUDE,-46323.122,44580.430,-1935.222,-2975.692,-264.529,-108.752,-108.752
PowerTAC_2018_Finals_260,1011,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1012,SPOT,-6333.009,6382.284,-210.559,49.275,-0.044,1.776,0.000
PowerTAC_2018_Finals_260,1012,AgentUDE,-45822.817,50229.598,-1684.088,5637.981,-28.010,203.181,0.000
PowerTAC_2018_Finals_260,1012,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1013,SPOT,-7664.319,8011.593,-200.431,347.274,32.903,13.923,0.000
PowerTAC_2018_Finals_260,1013,AgentUDE,-45187.504,39498.899,-1803.006,-6921.605,-655.801,-277.509,-277.509
PowerTAC_2018_Finals_260,1013,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,1014,SPOT,-8959.731,8748.918,-383.031,-210.813,-20.352,-8.902,-8.902
PowerTAC_2018_Finals_260,1014,AgentUDE,-44933.145,42716.217,-2115.478,-3443.328,-332.412,-145.400,-145.400
PowerTAC_2018_Finals_260,1014,default broker,0.010,0.000,0.000,0.010,0.001,0.000,0.000
PowerTAC_2018_Finals_260,1015,SPOT,-11160.965,10372.435,-497.333,-788.530,-0.057,0.666,-32.847
PowerTAC_2018_Finals_260,1015,AgentUDE,-48722.023,49510.423,-1975.687,870.120,-0.063,-0.735,0.000
PowerTAC_2018_Finals_260,1015,default broker,0.130,0.000,0.000,0.130,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,1016,SPOT,-11537.046,13082.788,-644.405,1545.742,178.390,72.513,0.000
PowerTAC_2018_Finals_260,1016,AgentUDE,-57029.364,53005.079,-2317.191,-4365.851,-503.853,-204.809,-204.809
PowerTAC_2018_Finals_260,1016,default broker,0.250,0.000,0.000,0.250,0.029,0.012,0.000
